Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C817,100n,C_0402_1005Metric,156.464000,-77.470000,0.000000,top
C818,100n,C_0402_1005Metric,164.846000,-108.458000,270.000000,top
C819,100n,C_0402_1005Metric,158.762700,-116.382800,90.000000,top
C820,100n,C_0402_1005Metric,147.828000,-77.978000,180.000000,top
C821,100n,C_0402_1005Metric,174.279700,-100.888800,0.000000,top
C822,100n,C_0402_1005Metric,166.890700,-110.096300,180.000000,top
C823,2.2uF,C_0603_1608Metric,166.319200,-111.366300,180.000000,top
C824,2.2uF,C_0603_1608Metric,176.161700,-86.156800,0.000000,top
C825,100n,C_0402_1005Metric,162.572700,-109.842300,270.000000,top
C826,2.2uF,C_0603_1608Metric,150.634700,-76.657300,90.000000,top
C901,100n,C_0402_1005Metric,101.295200,-116.128800,0.000000,top
C902,100n,C_0402_1005Metric,88.341200,-116.128800,0.000000,top
C903,100n,C_0402_1005Metric,75.387200,-116.128800,0.000000,top
C904,100n,C_0402_1005Metric,96.977200,-116.128800,0.000000,top
C905,100n,C_0402_1005Metric,84.023200,-116.128800,0.000000,top
C906,100n,C_0402_1005Metric,71.069200,-116.128800,0.000000,top
C907,100n,C_0402_1005Metric,92.659200,-116.128800,0.000000,top
C908,100n,C_0402_1005Metric,79.705200,-116.128800,0.000000,top
C909,100n,C_0402_1005Metric,66.751200,-116.128800,0.000000,top
D201,LED_YELLOW,LED_0603_1608Metric,48.272700,-106.540300,180.000000,top
D202,LED_YELLOW,LED_0603_1608Metric,48.272700,-108.127800,180.000000,top
D203,LED_YELLOW,LED_0603_1608Metric,48.272700,-109.715300,180.000000,top
D204,LED_YELLOW,LED_0603_1608Metric,48.272700,-111.302800,180.000000,top
D205,D,D_SMA,64.465200,-84.378800,180.000000,top
D206,D,D_SMA,64.465200,-88.442800,180.000000,top
D207,Transil,D_SMB,47.193200,-101.269800,180.000000,top
D208,D,D_SMA,54.686200,-101.269800,180.000000,top
D301,LED_RED,LED_0603_1608Metric,235.661200,-102.285800,0.000000,top
D401,LED_RED,LED_0603_1608Metric,108.851700,-108.864300,90.000000,top
D402,LED_RED,LED_0603_1608Metric,187.591700,-100.342800,270.000000,top
D403,LED_RED,LED_0603_1608Metric,196.227700,-100.355300,270.000000,top
D404,LED_YELLOW,LED_0603_1608Metric,245.821200,-108.762800,0.000000,top
D405,LED_YELLOW,LED_0603_1608Metric,245.948200,-97.142300,0.000000,top
D406,LED_RED,LED_0603_1608Metric,222.135700,-80.632300,180.000000,top
D407,LED_YELLOW,LED_0603_1608Metric,214.261700,-112.890300,180.000000,top
D501,LED_RED,LED_0603_1608Metric,60.655200,-79.552800,180.000000,top
D601,D,D_SOD-323,149.301200,-117.017800,270.000000,top
D602,3V3,D_MiniMELF,208.356200,-116.001800,270.000000,top
D603,3V3,D_MiniMELF,204.038200,-116.001800,270.000000,top
D604,3V3,D_MiniMELF,199.720200,-116.001800,270.000000,top
D605,D,D_SOD-323,206.197200,-117.017800,270.000000,top
D606,D,D_SOD-323,201.879200,-117.017800,270.000000,top
D607,D,D_SOD-323,143.205200,-117.017800,270.000000,top
D608,D,D_SOD-323,137.109200,-117.017800,270.000000,top
D609,3V3,D_MiniMELF,139.776200,-69.265800,90.000000,top
D610,3V3,D_MiniMELF,151.460200,-69.265800,90.000000,top
D611,3V3,D_MiniMELF,153.746200,-69.265800,90.000000,top
D612,3V3,D_MiniMELF,142.062200,-69.265800,90.000000,top
D613,D,D_SOD-323,137.617200,-68.249800,90.000000,top
D614,D,D_SOD-323,186.766200,-116.446300,270.000000,top
D615,3V3,D_MiniMELF,254.584200,-116.001800,270.000000,top
D616,3V3,D_MiniMELF,241.630200,-115.973800,270.000000,top
D617,D,D_SOD-323,180.670200,-116.319300,270.000000,top
D618,3V3,D_MiniMELF,250.266200,-116.001800,270.000000,top
D619,3V3,D_MiniMELF,237.312200,-116.001800,270.000000,top
D620,3V3,D_MiniMELF,228.930200,-116.001800,270.000000,top
D621,3V3,D_MiniMELF,245.948200,-116.001800,270.000000,top
D622,3V3,D_MiniMELF,233.121200,-116.001800,270.000000,top
D623,3V3,D_MiniMELF,224.612200,-116.001800,270.000000,top
D701,3V3,D_MiniMELF,224.802700,-78.826300,270.000000,top
D702,D,D_SOD-123,235.597700,-91.617800,270.000000,top
D703,D,D_SOD-123,242.519200,-91.554300,270.000000,top
D704,3V3,D_MiniMELF,227.914200,-78.826300,270.000000,top
D705,3V3,D_MiniMELF,227.469700,-71.269800,270.000000,top
D706,D,D_SOD-123,247.218200,-90.474800,180.000000,top
D713,D,D_SOD-123,103.327200,-91.490800,180.000000,top
D714,D,D_SOD-123,121.996200,-91.490800,180.000000,top
D715,D,D_SOD-123,112.725200,-91.490800,180.000000,top
D716,D,D_SOD-123,131.394200,-91.490800,180.000000,top
D801,LED_RED,LED_0603_1608Metric,60.782200,-117.017800,90.000000,top
D802,LED_YELLOW,LED_0603_1608Metric,55.448200,-117.017800,90.000000,top
D803,LED_GREEN,LED_0603_1608Metric,50.114200,-117.017800,90.000000,top
D804,LED_BLUE,LED_0603_1608Metric,44.780200,-117.017800,90.000000,top
D901,3V3,D_MiniMELF,99.136200,-116.001800,270.000000,top
D902,3V3,D_MiniMELF,86.182200,-116.001800,270.000000,top
D903,3V3,D_MiniMELF,73.228200,-116.001800,270.000000,top
D904,3V3,D_MiniMELF,94.818200,-116.001800,270.000000,top
D905,3V3,D_MiniMELF,81.864200,-116.001800,270.000000,top
D906,3V3,D_MiniMELF,68.910200,-115.973800,270.000000,top
D907,3V3,D_MiniMELF,90.500200,-115.973800,270.000000,top
D908,3V3,D_MiniMELF,77.546200,-116.001800,270.000000,top
D909,3V3,D_MiniMELF,64.592200,-115.973800,270.000000,top
IC501,L293DD,L293DD,52.146200,-72.694800,0.000000,top
J403,USB_B_Mini,USB_Mini-B_Lumberg_2486_01_Horizontal,253.631700,-95.237300,0.000000,top
J404,USB_B_Mini,USB_Mini-B_Lumberg_2486_01_Horizontal,253.631700,-107.238800,0.000000,top
J806,Conn_02x07_Odd_Even,PinHeader_2x07_P1.27mm_Vertical_SMD,163.461700,-71.424800,90.000000,top
L203,L,L_0603_1608Metric,88.595200,-95.427800,0.000000,top
L204,L,L_0603_1608Metric,88.595200,-96.951800,0.000000,top
L205,L,L_0603_1608Metric,88.595200,-98.475800,0.000000,top
L206,L,L_0603_1608Metric,88.595200,-99.999800,0.000000,top
L208,L,L_0603_1608Metric,88.658700,-101.587300,0.000000,top
L209,L,L_0603_1608Metric,88.658700,-103.111300,0.000000,top
L210,L,L_0603_1608Metric,88.658700,-104.635300,0.000000,top
L211,L,L_0603_1608Metric,88.658700,-106.159300,0.000000,top
L801,Ferrite,L_0603_1608Metric,161.556700,-115.874800,90.000000,top
Q301,NPN,SOT-23,231.343200,-98.348800,180.000000,top
Q302,P_Mosfet,SOT-23,235.851700,-99.682300,180.000000,top
Q401,NPN,SOT-23,114.820700,-111.175800,0.000000,top
Q402,NPN,SOT-23,181.559200,-100.063300,180.000000,top
Q403,NPN,SOT-23,190.195200,-100.063300,180.000000,top
Q404,P_Mosfet,SOT-23,111.328200,-109.143800,0.000000,top
Q405,P_Mosfet,SOT-23,185.051700,-100.063300,180.000000,top
Q406,P_Mosfet,SOT-23,193.687700,-100.063300,180.000000,top
Q407,NPN,SOT-23,137.553700,-110.858300,90.000000,top
Q408,NPN,SOT-23,216.674700,-77.901800,180.000000,top
Q409,P_Mosfet,SOT-23,221.183200,-77.647800,180.000000,top
Q501,NPN,SOT-23,61.798200,-68.249800,90.000000,top
Q502,APM4953,SOP-8_3.76x4.96mm_P1.27mm,61.798200,-74.853800,180.000000,top
Q701,NPN,SOT-23,70.053200,-76.250800,270.000000,top
Q702,NPN,SOT-23,77.419200,-76.250800,270.000000,top
Q703,NPN,SOT-23,73.609200,-76.250800,270.000000,top
Q704,NPN,SOT-23,81.102200,-76.250800,270.000000,top
Q705,NPN,SOT-23,232.676700,-91.046300,180.000000,top
Q706,NPN,SOT-23,239.598200,-91.046300,180.000000,top
Q707,APM4953,SOP-8_3.76x4.96mm_P1.27mm,71.196200,-70.533300,0.000000,top
Q708,APM4953,SOP-8_3.76x4.96mm_P1.27mm,78.816200,-70.535800,0.000000,top
Q709,NPN,SOT-23,245.567200,-93.395800,270.000000,top
